location,target,type,unit,bin_start_incl,bin_end_notincl,value
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,9.700000,9.800000,0.001721618575686169
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,9.800000,9.900000,0.001647771096806549
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,9.900000,10,0.0015739211179276414
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,10,10.100000,0.0015000711390487365
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,10.100000,10.200000,0.0014262211601698315
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,10.200000,10.300000,0.001352373681290209
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,10.300000,10.400000,0.001278523702411304
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,10.400000,10.500000,0.0012046737235323964
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,10.500000,10.600000,0.0011305787447235614
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,10.600000,10.700000,0.0010567287658446538
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,10.700000,10.800000,0.0009828787869657488
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,10.800000,10.900000,0.0009337288010226438
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,10.900000,11,0.0008598788221437388
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,11,11.100000,0.0008107288362006338
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,11.100000,11.200000,0.0007368788573217289
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,11.200000,11.300000,0.0006874813714494089
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,11.300000,11.400000,0.0006383313855063039
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,11.400000,11.500000,0.0005891813995632014
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,11.500000,11.600000,0.0005644814066273989
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,11.600000,11.700000,0.0005153309206844374
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,11.700000,11.800000,0.0004906321777482779
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,11.800000,11.900000,0.0004659331848121896
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,11.900000,12,0.00044148144180538814
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,12,12.100000,0.00041678269886922864
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,12.100000,12.200000,0.00040568920204196864
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,12.200000,12.300000,0.00040568920204196864
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,12.300000,12.400000,0.00040568920204196864
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,12.400000,12.500000,0.00040568920204196864
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,12.500000,12.600000,0.00040568920204196864
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,12.600000,12.700000,0.00040568920204196864
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,12.700000,12.800000,0.00040568920204196864
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,12.800000,12.900000,0.00040568920204196864
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,12.900000,13,0.00040568920204196864
WOMACK AMC-FT BRAGG,4 wk ahead,Bin,percent,13,100,0.00040568920204196864
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Point,week,NaN,NaN,49.0
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,40,41,0.004926531520875712
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,41,42,0.008350936482018637
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,42,43,0.01251588848981668
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,43,44,0.01993933515224235
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,44,45,0.030812931847515775
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,45,46,0.03908151432893002
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,46,47,0.037955930776065946
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,47,48,0.24683635851768887
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,48,49,0.052565281719907694
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,49,50,0.0571807207100184
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,50,51,0.0454071378414421
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,51,52,0.07825094415964111
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,52,53,0.10520930308286494
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,1,2,0.06569589604289833
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,2,3,0.027000089699726476
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,3,4,0.007930695144945587
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,4,5,0.003781750525757954
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,5,6,0.013094264724627394
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,6,7,0.009478903831618644
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,7,8,0.0028368718213182768
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,8,9,0.0008526669364741658
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,9,10,0.0010955894356528629
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,10,11,0.0009401669364662378
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,11,12,0.000840166936466239
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,12,13,0.0007526669364662388
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,13,14,0.0007276669364662388
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,14,15,0.0007276669364662388
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,15,16,0.0007276669364662388
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,16,17,0.0007276669364662388
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,17,18,0.0007276669364662388
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,18,19,0.0007276669364662388
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,19,20,0.0007526669364662388
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,20,21,0.0007276669364662388
BLANCHFIELD ACH- FT CAMPBELL,Season onset,Bin,week,none,none,0.12082112090682316
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Point,week,NaN,NaN,52.0
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,40,41,0.005900308079029795
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,41,42,0.002292245004626272
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,42,43,0.002908559111993769
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,43,44,0.0048885360378579995
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,44,45,0.007078218254360824
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,45,46,0.022496104692471847
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,46,47,0.01193353866187206
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,47,48,0.017201000472873068
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,48,49,0.013137735477091858
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,49,50,0.026317068672527033
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,50,51,0.20438421237459062
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,51,52,0.1594924410247465
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,52,53,0.034133442484556825
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,1,2,0.0026684603108677925
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,2,3,0.05390666098322003
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,3,4,0.04261971525352527
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,4,5,0.07646345392367468
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,5,6,0.10545253939584329
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,6,7,0.09908484216154748
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,7,8,0.06662225268378372
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,8,9,0.011566366910440065
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,9,10,0.01066479278359254
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,10,11,0.005153657004235382
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,11,12,0.004861169210038627
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,12,13,0.002366759438727357
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,13,14,0.0012007152489242811
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,14,15,0.0009447809168006928
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,15,16,0.0007457908533536752
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,16,17,0.0007229265145653253
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,17,18,0.0006979265145653252
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,18,19,0.0006979265145653252
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,19,20,0.0006854265145653252
BLANCHFIELD ACH- FT CAMPBELL,Season peak week,Bin,week,20,21,0.0007104265145653252
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Point,percent,NaN,NaN,6.7
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,0,0.100000,0.0004058059506017329
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,0.100000,0.200000,0.00040580595060587784
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,0.200000,0.300000,0.0004058059506144829
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,0.300000,0.400000,0.00040580595063216285
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,0.400000,0.500000,0.00040580595066812535
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,0.500000,0.600000,0.0004058059507405304
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,0.600000,0.700000,0.00040580595088483785
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,0.700000,0.800000,0.0004058059511695279
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,0.800000,0.900000,0.00040580595172547536
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,0.900000,1,0.00040580595280011785
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,1,1.100000,0.0004058059548563029
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,1.100000,1.200000,0.00040580595875055786
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,1.200000,1.300000,0.0004058059660509854
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,1.300000,1.400000,0.00040580597959757533
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,1.400000,1.500000,0.00040580600447850034
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,1.500000,1.600000,0.00040580604971138034
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,1.600000,1.700000,0.0004058061311048079
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,1.700000,1.800000,0.00040580627607140536
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,1.800000,1.900000,0.00040580653162732786
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,1.900000,2,0.0004058069775288929
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,2,2.100000,0.00040580774758527786
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,2.100000,2.200000,0.00040580906381508785
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,2.200000,2.300000,0.00040581129051405287
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,2.300000,2.400000,0.0004128739626662125
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,2.400000,2.500000,0.0006079162333635574
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,2.500000,2.600000,0.014092091558120759
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,2.600000,2.700000,0.0016455048714998852
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,2.700000,2.800000,0.002654789619066615
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,2.800000,2.900000,0.00342172936011701
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,2.900000,3,0.0032422620595503773
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,3,3.100000,0.004441872418853085
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,3.100000,3.200000,0.004833874375176758
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,3.200000,3.300000,0.006719730103864365
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,3.300000,3.400000,0.007151908434956137
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,3.400000,3.500000,0.009562210593639136
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,3.500000,3.600000,0.010044497338524437
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,3.600000,3.700000,0.01206953063855928
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,3.700000,3.800000,0.012701932310256368
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,3.800000,3.900000,0.013335885425170444
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,3.900000,4,0.01478480390735283
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,4,4.100000,0.015466076533653814
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,4.100000,4.200000,0.013957758668670274
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,4.200000,4.300000,0.014162777748320535
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,4.300000,4.400000,0.013323429447451143
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,4.400000,4.500000,0.012631574608489456
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,4.500000,4.600000,0.01171495868791419
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,4.600000,4.700000,0.012029310642827317
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,4.700000,4.800000,0.010116659705231347
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,4.800000,4.900000,0.009528717862720623
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,4.900000,5,0.009341194473788016
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,5,5.100000,0.009044918375055782
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,5.100000,5.200000,0.009166735415206809
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,5.200000,5.300000,0.008869102634916824
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,5.300000,5.400000,0.008673608177458013
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,5.400000,5.500000,0.008787861346503582
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,5.500000,5.600000,0.009645576989851405
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,5.600000,5.700000,0.009896133017613482
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,5.700000,5.800000,0.010796727868994684
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,5.800000,5.900000,0.011307448146587943
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,5.900000,6,0.012088626339475038
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,6,6.100000,0.013915258496678925
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,6.100000,6.200000,0.016634439165299025
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,6.200000,6.300000,0.017680085134895523
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,6.300000,6.400000,0.022905161066929226
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,6.400000,6.500000,0.021047098165188974
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,6.500000,6.600000,0.023270767691260595
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,6.600000,6.700000,0.02580811682133506
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,6.700000,6.800000,0.023628094142327517
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,6.800000,6.900000,0.026442364146226915
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,6.900000,7,0.029530444522058275
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,7,7.100000,0.028203154977052083
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,7.100000,7.200000,0.02496355026360469
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,7.200000,7.300000,0.026324739661849464
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,7.300000,7.400000,0.02725688760068454
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,7.400000,7.500000,0.023746795929350088
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,7.500000,7.600000,0.027440402873662104
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,7.600000,7.700000,0.022630152551841302
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,7.700000,7.800000,0.016734946847275486
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,7.800000,7.900000,0.02346463541468445
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,7.900000,8,0.01780864038794837
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,8,8.100000,0.013173564957605022
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,8.100000,8.200000,0.016411784635663344
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,8.200000,8.300000,0.013859724068720932
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,8.300000,8.400000,0.012360170338953775
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,8.400000,8.500000,0.009805190065487406
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,8.500000,8.600000,0.008360036353207851
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,8.600000,8.700000,0.008615800287728284
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,8.700000,8.800000,0.009617632985690952
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,8.800000,8.900000,0.008538133364307325
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,8.900000,9,0.005681073828420579
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,9,9.100000,0.0068496669168266015
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,9.100000,9.200000,0.004557312107973219
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,9.200000,9.300000,0.0039002169171465963
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,9.300000,9.400000,0.0032565087628647865
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,9.400000,9.500000,0.0035899316275000764
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,9.500000,9.600000,0.0028003202676298586
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,9.600000,9.700000,0.002738323607500096
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,9.700000,9.800000,0.0026115809695874113
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,9.800000,9.900000,0.002490960208379179
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,9.900000,10,0.002349144746338406
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,10,10.100000,0.002577941569204444
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,10.100000,10.200000,0.0020627364518200214
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,10.200000,10.300000,0.0020596836016927213
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,10.300000,10.400000,0.002023057140496694
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,10.400000,10.500000,0.0019007996135577939
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,10.500000,10.600000,0.0016900871531937414
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,10.600000,10.700000,0.0014141073791363939
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,10.700000,10.800000,0.0014908642897986637
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,10.800000,10.900000,0.001869212000300539
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,10.900000,11,0.0014370383797861139
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,11,11.100000,0.0018476137439594588
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,11.100000,11.200000,0.0015692541796074589
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,11.200000,11.300000,0.0018855409996982938
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,11.300000,11.400000,0.0013881934814799213
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,11.400000,11.500000,0.0015093576815862664
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,11.500000,11.600000,0.001334619815856059
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,11.600000,11.700000,0.001135931679985994
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,11.700000,11.800000,0.0016043098300669838
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,11.800000,11.900000,0.0012579354465725014
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,11.900000,12,0.0012083782884856013
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,12,12.100000,0.0014303690592239611
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,12.100000,12.200000,0.0012079780662119263
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,12.200000,12.300000,0.001183155181827504
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,12.300000,12.400000,0.0010594891154660437
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,12.400000,12.500000,0.0011088871048322315
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,12.500000,12.600000,0.0008866282138122188
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,12.600000,12.700000,0.0007630117827701563
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,12.700000,12.800000,0.0010593941083253014
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,12.800000,12.900000,0.0007135554772510089
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,12.900000,13,0.0004418812861018736
BLANCHFIELD ACH- FT CAMPBELL,Season peak percentage,Bin,percent,13,100,0.004270015656605179
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Point,percent,NaN,NaN,3.6
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,0,0.100000,0.0004021221049893009
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,0.100000,0.200000,0.0004021316023879633
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,0.200000,0.300000,0.0004021578182817633
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,0.300000,0.400000,0.0004022272598418709
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,0.400000,0.500000,0.0004024037485789334
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,0.500000,0.600000,0.00040283407543695337
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,0.600000,0.700000,0.00040384053685768833
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,0.700000,0.800000,0.00040609808458494834
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,0.800000,0.900000,0.00042345354667447073
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,0.900000,1,0.0004209645403701834
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,1,1.100000,0.00044074605482959583
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,1.100000,1.200000,0.00047819504894865085
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,1.200000,1.300000,0.0005710929719067157
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,1.300000,1.400000,0.0007639388507072908
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,1.400000,1.500000,0.0009166926696962654
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,1.500000,1.600000,0.001409945717196642
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,1.600000,1.700000,0.001962620092481492
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,1.700000,1.800000,0.002793074964864032
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,1.800000,1.900000,0.004508041690782213
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,1.900000,2,0.006922553781575415
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,2,2.100000,0.010076760121102365
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,2.100000,2.200000,0.013146891211657276
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,2.200000,2.300000,0.022616958517186578
BLANCHFIELD ACH- FT CAMPBELL,1 wk ahead,Bin,percent,2.300000,2.400000,0.0289240240039826
