"location","target","type","unit","bin_start_incl","bin_end_notincl","value"
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","3.1","3.2",0.000558148274009198
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","3.2","3.3",0.000664569709775798
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","3.3","3.4",0.000799664159464046
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","3.4","3.5",0.000973694531269503
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","3.5","3.6",0.00120162206096765
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","3.6","3.7",0.0015057885208105
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","3.7","3.8",0.00192047375686955
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","3.8","3.9",0.0024999121193816
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","3.9","4",0.00333294634508921
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","4","4.1",0.00457098150688681
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","4.1","4.2",0.00648384643492551
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","4.2","4.3",0.00957697405746263
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","4.3","4.4",0.014848489612972
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","4.4","4.5",0.0243667544017887
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","4.5","4.6",0.0424950406132202
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","4.6","4.7",0.0775288413514193
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","4.7","4.8",0.136972580901601
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","4.8","4.9",0.194355084790436
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","4.9","5",0.182447302580853
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","5","5.1",0.117928137744374
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","5.1","5.2",0.0652254115432318
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","5.2","5.3",0.0360662865303988
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","5.3","5.4",0.0210360280941106
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","5.4","5.5",0.0130371758038822
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","5.5","5.6",0.00853284340167346
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","5.6","5.7",0.00584825360518073
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","5.7","5.8",0.00416521387860948
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","5.8","5.9",0.00306312114248158
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","5.9","6",0.00231412871176487
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","6","6.1",0.00178868211869779
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","6.1","6.2",0.00140986151061678
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","6.2","6.3",0.00113022247422547
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","6.3","6.4",0.000919502451396079
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","6.4","6.5",0.000757818665017634
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","6.5","6.6",0.000631761280488056
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","6.6","6.7",0.000532072988484391
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","6.7","6.8",0.000452228733593829
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","6.8","6.9",0.00038754255965529
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","6.9","7",0.000334592061592707
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","7","7.1",0.000290839217726776
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","7.1","7.2",0.000254375532661355
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","7.2","7.3",0.000223747572552107
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","7.3","7.4",0.00019783551815396
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","7.4","7.5",0.00017576731568034
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","7.5","7.6",0.000156857127052777
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","7.6","7.7",0.000140560621717342
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","7.7","7.8",0.000126442106752673
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","7.8","7.9",0.000114150087829717
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","7.9","8",0.000103398907768063
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","8","8.1",9.39548161919528e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","8.1","8.2",8.56253042058958e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","8.2","8.3",7.82508688274157e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","8.3","8.4",7.16986024647849e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","8.4","8.5",6.58571652492859e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","8.5","8.6",6.06328138187871e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","8.6","8.7",5.59462434719597e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","8.7","8.8",5.17300611455341e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","8.8","8.9",4.79267510363562e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","8.9","9",4.44870274912254e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","9","9.1",4.13684942287893e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","9.1","9.2",3.85345473074447e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","9.2","9.3",3.59534731384986e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","9.3","9.4",3.35977034073916e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","9.4","9.5",3.14431968724085e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","9.5","9.6",2.94689242596849e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","9.6","9.7",2.76564373160557e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","9.7","9.8",2.59895068747578e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","9.8","9.9",2.44538177504964e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","9.9","10",2.30367106245438e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","10","10.1",2.17269629372241e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","10.1","10.2",2.05146022814434e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","10.2","10.3",1.93907469768323e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","10.3","10.4",1.83474694503555e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","10.4","10.5",1.73776788227762e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","10.5","10.6",1.6475019711814e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","10.6","10.7",1.56337847825293e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","10.7","10.8",1.48488389763924e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","10.8","10.9",1.41155536923329e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","10.9","11",1.3429749479012e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","11","11.1",1.2787646015193e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","11.1","11.2",1.21858183549377e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","11.2","11.3",1.16211585671111e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","11.3","11.4",1.10908420353172e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","11.4","11.5",1.05922977880418e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","11.5","11.6",1.01231823264226e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","11.6","11.7",9.68135649294954e-06
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","11.7","11.8",9.26486498904901e-06
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","11.8","11.9",8.87191820438674e-06
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","11.9","12",8.50087607038359e-06
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","12","12.1",8.15023368587491e-06
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","0","0.1",2.64494119982852e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","0.1","0.2",2.81561843326315e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","0.2","0.3",3.00129194801289e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","0.3","0.4",3.20364441003497e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","0.4","0.5",3.42459005607529e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","0.5","0.6",3.6663127133406e-05
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","12.7","12.8",6.16356476971595e-06
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","12.8","12.9",5.93449887310831e-06
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","12.9","13",5.71664224942925e-06
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","13","100",0.000226152251363266
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","12.4","12.5",6.92561383018961e-06
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","12.1","12.2",7.81860850061713e-06
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","12.2","12.3",7.50472886867301e-06
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","12.3","12.4",7.20742380859235e-06
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","12.5","12.6",6.65830270460605e-06
"28th MED GRP-ELLSWORTH AFB","1 wk ahead","Bin","percent","12.6","12.7",6.40457006834151e-06
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","0.8","0.9",3.64077454852157e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","6","6.1",0.0398369451087542
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","0.7","0.8",3.42422666514599e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","2.2","2.3",0.000101251179251511
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","1","1.1",4.13181818213718e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","4.7","4.8",0.00453358229215921
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","4.8","4.9",0.00618335530944788
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","4.9","5",0.00869974267611413
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","0.6","0.7",3.22450448785264e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","8.6","8.7",0.000154366163055262
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","9.9","10",5.23616325467196e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","1.4","1.5",5.41361756788983e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","0.9","1",3.87595631246789e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","9.8","9.9",5.61986134527825e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","8.4","8.5",0.000189847033195324
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","8.5","8.6",0.000170887767947211
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","1.8","1.9",7.28453048039789e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","4.6","4.7",0.00341351052278511
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","5.1","5.2",0.01929934912573
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","5.2","5.3",0.030688843203824
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","10","10.1",4.88658094727367e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","2.3","2.4",0.000110592732017475
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","9.7","9.8",6.04193521559712e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","5.7","5.8",0.156964961033724
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","5.3","5.4",0.0507955536881665
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","9.6","9.7",6.50729860310762e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","12.7","12.8",1.15949434119274e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","9","9.1",0.000106025917959013
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","5.8","5.9",0.109560213155475
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","12.6","12.7",1.21001042130544e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","5.4","5.5",0.0851158925086674
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","5.6","5.7",0.169867325280363
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","9.1","9.2",9.71872539543141e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","9.2","9.3",8.93029416036997e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","2.9","3",0.000199820096934639
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","2","2.1",8.54971736929746e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","8.3","8.4",0.000211709245668194
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","4.5","4.6",0.00262942436610626
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","1.9","2",7.88343098792288e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","9.3","9.4",8.2247748353497e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","12.8","12.9",1.1117505043053e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","12.9","13",1.06659138774606e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","2.6","2.7",0.00014652627069679
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","2.7","2.8",0.000161922815742992
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","7","7.1",0.00149215402676277
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","9.5","9.6",7.02163892023026e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","1.7","1.8",6.74471796313705e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","4.4","4.5",0.00206566572110497
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","0.5","0.6",3.04000622277492e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","2.1","2.2",9.29312363428244e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","7.2","7.3",0.00100693269420352
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","13","100",0.000380729752661518
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","1.1","1.2",4.41068177578527e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","1.5","1.6",5.81494533349282e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","2.4","2.5",0.00012111731126608
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","1.6","1.7",6.25689072396106e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","0.1","0.2",2.42803609891165e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","0.2","0.3",2.56439373597862e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","7.1","7.2",0.00121818368028803
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","8.2","8.3",0.000237050104881554
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","12.3","12.4",1.3803263192226e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","5.9","6",0.0667613031442152
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","12.5","12.6",1.26350282594642e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","8.7","8.8",0.000139903456723712
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","2.5","2.6",0.000133017863019636
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","6.4","6.5",0.00736833932466718
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","9.4","9.5",7.59156296937482e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","5.5","5.6",0.133397477676309
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","2.8","2.9",0.000179548351708454
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","10.4","10.5",3.76198338947427e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","10.5","10.6",3.53587775566076e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","0.3","0.4",2.71114841258532e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","6.8","6.9",0.00233976402863016
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","6.9","7",0.00185359921190049
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","0.4","0.5",2.86930950846364e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","4.3","4.4",0.00165073079498035
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","6.1","6.2",0.0244924265606416
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","8.8","8.9",0.000127189241946842
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","5","5.1",0.0126918278177494
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","1.2","1.3",4.71518828740343e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","1.3","1.4",5.0483509503789e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","11.9","12",1.66095880592134e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","12","12.1",1.5841483999064e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","3.8","3.9",0.00065204870039091
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","6.7","6.8",0.00300821563244763
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","4","4.1",0.000915095253267544
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","12.2","12.3",1.44416501482904e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","7.3","7.4",0.000841543845010011
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","4.2","4.3",0.001338994482519
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","12.4","12.5",1.32019392543775e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","6.2","6.3",0.0157345866687731
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","6.3","6.4",0.0105592866909874
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","10.2","10.3",4.27541420345447e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","10.3","10.4",4.00776688391997e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","11.8","11.9",1.74281359267584e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","7.5","7.6",0.00060483342959629
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","6.5","6.6",0.00531805686124407
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","3.9","4",0.000768867274343652
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","7.8","7.9",0.000390692687114917
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","10.6","10.7",3.32752092718581e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","4.1","4.2",0.0011005056577183
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","10.8","10.9",2.95742008121264e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","10.9","11",2.79281693124559e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","11","11.1",2.6401979690099e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","3","3.1",0.000223252298182236
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","8.9","9",0.000115967521787661
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","10.1","10.2",4.56740899948851e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","3.6","3.7",0.000480531336816513
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","11.6","11.7",1.92338215284434e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","0","0.1",2.30117137536655e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","6.6","6.7",0.00395064711515267
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","3.1","3.2",0.000250483516420597
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","12.1","12.2",1.51199987896845e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","10.7","10.8",3.13520623681947e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","8","8.1",0.000301223645636745
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","3.7","3.8",0.000557637374130462
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","3.5","3.6",0.000416955933679557
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","11.1","11.2",2.49849277077159e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","7.4","7.5",0.00071028590896908
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","11.7","11.8",1.83013352039079e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","7.7","7.8",0.000448888266046787
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","11.4","11.5",2.12976551443573e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","7.6","7.7",0.000519172417658419
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","7.9","8",0.000342103431380005
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","3.2","3.3",0.000282313011589448
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","3.4","3.5",0.000364079331386694
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","8.1","8.2",0.000266587426145896
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","11.2","11.3",2.36674355582542e-05
"28th MED GRP-ELLSWORTH AFB","2 wk ahead","Bin","percent","11.5","11.6",2.02307102157126e-05
