"location","target","type","unit","bin_start_incl","bin_end_notincl","value"
"75th MED GRP-HILL AFB","4 wk ahead","Bin","percent","6.2","6.3",0.00288355024101294
"75th MED GRP-HILL AFB","4 wk ahead","Bin","percent","9","9.1",0.000249491300989268
"75th MED GRP-HILL AFB","4 wk ahead","Bin","percent","6.3","6.4",0.00253770962942347
"75th MED GRP-HILL AFB","4 wk ahead","Bin","percent","9.3","9.4",0.000209023766558487
"75th MED GRP-HILL AFB","4 wk ahead","Bin","percent","9.4","9.5",0.000197483189723378
"75th MED GRP-HILL AFB","4 wk ahead","Bin","percent","8.8","8.9",0.000282402364282101
"75th MED GRP-HILL AFB","4 wk ahead","Bin","percent","4.8","4.9",0.0307804954379278
"75th MED GRP-HILL AFB","4 wk ahead","Bin","percent","6.4","6.5",0.00224358972014492
"75th MED GRP-HILL AFB","4 wk ahead","Bin","percent","5.1","5.2",0.0170807868434143
"75th MED GRP-HILL AFB","4 wk ahead","Bin","percent","5.2","5.3",0.0140999690066319
"75th MED GRP-HILL AFB","4 wk ahead","Bin","percent","8.9","9",0.000265271869821689
"75th MED GRP-HILL AFB","4 wk ahead","Bin","percent","9.1","9.2",0.000234931019532423
"75th MED GRP-HILL AFB","4 wk ahead","Bin","percent","9.2","9.3",0.000221475960434486
"75th MED GRP-HILL AFB","4 wk ahead","Bin","percent","5","5.1",0.0207729818090269
"75th MED GRP-HILL AFB","4 wk ahead","Bin","percent","4.9","5",0.0253068724445436
"75th MED GRP-HILL AFB","Season onset","Bin","week","40","41",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","41","42",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","42","43",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","43","44",0.125
"75th MED GRP-HILL AFB","Season onset","Bin","week","44","45",0.125
"75th MED GRP-HILL AFB","Season onset","Bin","week","45","46",0.125
"75th MED GRP-HILL AFB","Season onset","Bin","week","46","47",0.125
"75th MED GRP-HILL AFB","Season onset","Bin","week","47","48",0.125
"75th MED GRP-HILL AFB","Season onset","Bin","week","48","49",0.125
"75th MED GRP-HILL AFB","Season onset","Bin","week","49","50",0.125
"75th MED GRP-HILL AFB","Season onset","Bin","week","50","51",0.125
"75th MED GRP-HILL AFB","Season onset","Bin","week","51","52",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","52","53",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","1","2",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","2","3",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","3","4",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","4","5",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","5","6",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","6","7",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","7","8",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","8","9",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","9","10",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","10","11",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","11","12",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","12","13",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","13","14",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","14","15",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","15","16",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","16","17",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","17","18",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","18","19",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","19","20",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","20","21",0
"75th MED GRP-HILL AFB","Season onset","Bin","week","none","none",0
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","11.7","11.8",0.00120229466270023
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","11.2","11.3",0.00158853548771351
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","11.3","11.4",0.0014998009538009
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","9.1","9.2",0.00672340210940188
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","11.1","11.2",0.00168407337652743
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","11.6","11.7",0.00126899421772531
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","9","9.1",0.00728114655908757
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","10.9","11",0.00189813451379143
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","11","11.1",0.0017870420296695
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","9.7","9.8",0.00424555432109431
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","9.8","9.9",0.00394647682740741
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","9.9","10",0.0036724747215268
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","11.4","11.5",0.00141730142157973
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","11.5","11.6",0.00134052165774875
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","10.2","10.3",0.0029790200135727
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","10.3","10.4",0.00278439223562263
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","10.4","10.5",0.0026052989088004
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","10.5","10.6",0.00244033485082104
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","10.6","10.7",0.00228822989775208
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","10.7","10.8",0.0021478362741272
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","10.8","10.9",0.00201811687948302
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","2.8","2.9",0.00203386126209412
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","2.9","3",0.00216486830223347
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","3","3.1",0.00230667416980242
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","3.1","3.2",0.00246032925902899
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","10","10.1",0.00342125627957146
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","10.1","10.2",0.00319073591634934
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","3.4","3.5",0.00300464712087337
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","3.5","3.6",0.0032186277840186
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","3.6","3.7",0.00345164077545649
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","3.7","3.8",0.00370560302924755
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","3.8","3.9",0.00398262526935404
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","3.9","4",0.00428502606445326
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","4","4.1",0.00461534441563383
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","4.1","4.2",0.00497634966616235
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","4.2","4.3",0.00537104707504695
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","4.3","4.4",0.00580267682487303
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","4.4","4.5",0.00627470351864454
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","3.2","3.3",0.00262699605929522
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","3.3","3.4",0.00280796098584298
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","0.6","0.7",0.000641446788679618
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","0.7","0.8",0.000670834603492761
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","0.8","0.9",0.00070200111436331
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","0.9","1",0.000735079283675491
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","9.2","9.3",0.0062130564196822
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","9.3","9.4",0.00574630259500652
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","9.4","9.5",0.00531949876840014
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","9.5","9.6",0.0049292075403893
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","9.6","9.7",0.00457221789567042
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","5.4","5.5",0.0140127730776869
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","5.5","5.6",0.0151397538442377
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","5.6","5.7",0.0163243278986127
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","5.7","5.8",0.0175566725943778
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","5.8","5.9",0.0188228854143929
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","5.9","6",0.0201045527260303
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","6","6.1",0.0213785603360085
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","6.1","6.2",0.0226172676317397
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","6.2","6.3",0.0237891607952741
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","6.3","6.4",0.0248600656899786
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","6.4","6.5",0.0257949321728885
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","6.5","6.6",0.0265601021140284
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","6.6","6.7",0.0271258589913692
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","6.7","6.8",0.0274689553013286
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","6.8","6.9",0.0275747585575458
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","6.9","7",0.0274386744876554
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","7","7.1",0.0270666051174594
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","7.1","7.2",0.0264743612669952
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","7.2","7.3",0.0256861324565565
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","7.3","7.4",0.024732273067756
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","7.4","7.5",0.0236467529340095
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","7.5","7.6",0.0224646282231579
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","7.6","7.7",0.0212198254553489
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","7.7","7.8",0.0199434264500385
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","7.8","7.9",0.0186625281512051
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","7.9","8",0.0173996550677058
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","8","8.1",0.0161726375265491
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","8.1","8.2",0.0149948380642831
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","8.2","8.3",0.0138756049449308
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","8.3","8.4",0.0128208464574118
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","8.4","8.5",0.0118336430300575
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","8.5","8.6",0.0109148392404406
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","8.6","8.7",0.0100635801547673
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","8.7","8.8",0.00927777410997716
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","8.8","8.9",0.00855447669227332
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","8.9","9",0.00789019883045262
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","1","1.1",0.000770213810642227
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","1.1","1.2",0.0008075623134564
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","1.2","1.3",0.000847296643248877
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","1.3","1.4",0.000889604345604304
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","1.4","1.5",0.000934690287315418
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","1.5","1.6",0.000982778468207114
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","1.6","1.7",0.00103411404025213
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","1.7","1.8",0.00108896555884437
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","1.8","1.9",0.0011476274940055
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","1.9","2",0.00121042303248071
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","2","2.1",0.00127770720512377
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","2.1","2.2",0.00134987037765885
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","2.2","2.3",0.00142734214679626
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","2.3","2.4",0.00151059568769208
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","2.4","2.5",0.00160015260276344
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","2.5","2.6",0.00169658832571614
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","2.6","2.7",0.00180053813804691
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","2.7","2.8",0.00191270385786469
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","0.1","0.2",0.000517230395154786
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","0.2","0.3",0.000539377287235164
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","0.3","0.4",0.000562780323369922
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","0.4","0.5",0.000587527800909898
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","0.5","0.6",0.000613715379998595
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","12.7","12.8",0.000730813581876464
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","12.8","12.9",0.000697983283377551
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","12.9","13",0.000667047316629363
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","13","100",0.0213072564472123
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","11.8","11.9",0.00114003727154812
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","11.9","12",0.00108187119808362
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","12","12.1",0.00102747702817578
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","0","0.1",0.000496258075111561
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","5.3","5.4",0.0129496925760299
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","12.1","12.2",0.000976563695245733
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","12.2","12.3",0.000928865716533888
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","12.3","12.4",0.000884140716182192
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","12.4","12.5",0.000842167204592172
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","12.5","12.6",0.000802742586661157
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","4.5","4.6",0.006790792343913
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","4.6","4.7",0.00735476704023261
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","4.7","4.8",0.00797054361479037
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","4.9","5",0.00937300031038227
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","5","5.1",0.0101668822792087
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","5.1","5.2",0.011026534075332
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","5.2","5.3",0.0119539146944481
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","4.8","4.9",0.00864203246583952
"75th MED GRP-HILL AFB","Season peak percentage","Bin","percent","12.6","12.7",0.000765681374379063
"75th MED GRP-HILL AFB","Season peak week","Bin","week","1","2",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","3","4",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","51","52",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","52","53",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","2","3",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","14","15",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","15","16",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","16","17",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","13","14",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","5","6",0.5
"75th MED GRP-HILL AFB","Season peak week","Bin","week","6","7",0.5
"75th MED GRP-HILL AFB","Season peak week","Bin","week","7","8",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","4","5",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","47","48",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","48","49",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","49","50",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","50","51",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","17","18",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","18","19",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","19","20",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","40","41",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","8","9",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","9","10",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","10","11",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","20","21",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","12","13",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","41","42",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","42","43",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","11","12",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","44","45",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","45","46",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","46","47",0
"75th MED GRP-HILL AFB","Season peak week","Bin","week","43","44",0
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","9","9.1",3.53718048533561e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","8.9","9",3.71082826875397e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","7.8","7.9",6.65796798620661e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","8","8.1",5.93435688712282e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","11.6","11.7",1.2555966669993e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","8.6","8.7",4.30501265052687e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","7.9","8",6.28231470579479e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","8.4","8.5",4.77323389551848e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","0.7","0.8",0.00100976746949253
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","0.8","0.9",0.00116847326290113
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","8.7","8.8",4.09372054424741e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","8.8","8.9",3.89601704339398e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","11.9","12",1.13674490427835e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","8.1","8.2",5.6115921197357e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","11.7","11.8",1.21421373237361e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","11.8","11.9",1.1746286562908e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","0.2","0.3",0.000531285960345002
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","8.5","8.6",4.53107959393354e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","0.4","0.5",0.000676188105613846
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","0.5","0.6",0.000768534292312527
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","0.6","0.7",0.000878306977768056
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","11.4","11.5",1.34417601138442e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","11.5","11.6",1.29888063909658e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","0.9","1",0.00136175457176503
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","9.1","9.2",3.37418938522149e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","9.2","9.3",3.22105066020183e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","12","12.1",1.10047209262899e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","8.2","8.3",5.31178411542374e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","8.3","8.4",5.03293031103764e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","10.9","11",1.60526871208181e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","0.3","0.4",0.000597966524914664
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","11.1","11.2",1.49335470305235e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","11.2","11.3",1.44128192291033e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","11.3","11.4",1.39160092049669e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","4.6","4.7",0.00123268321021242
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","4.7","4.8",0.00106265241431098
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","3.5","3.6",0.0126904498554194
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","3.6","3.7",0.00951314769447633
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","3.7","3.8",0.00727459388692105
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","3.8","3.9",0.00566532720276811
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","0","0.1",0.000424803228025872
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","0.1","0.2",0.000474106383561288
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","4.1","4.2",0.00293593581544867
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","4.2","4.3",0.00242007024823538
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","4.3","4.4",0.00201654404333408
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","4.4","4.5",0.00169679727409372
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","4.5","4.6",0.00144043896958715
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","10","10.1",2.27473400460618e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","10.1","10.2",2.18382524621335e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","4.8","4.9",0.000922236054696468
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","4.9","5",0.000805310867938983
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","1","1.1",0.00159939797158712
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","1.1","1.2",0.00189464159860528
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","3.9","4",0.00448562083319781
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","4","4.1",0.00360480909280908
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","10.8","10.9",1.66543433260684e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","6.9","7",0.000118911900295968
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","11","11.1",1.54796485027378e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","7","7.1",0.000110849216506481
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","7.1","7.2",0.000103497744182133
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","7.2","7.3",9.67809197453564e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","7.3","7.4",9.06318417807112e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","7.4","7.5",8.49918805714636e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","7.5","7.6",7.98095112747828e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","7.6","7.7",7.50393311461559e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","7.7","7.8",7.06412288400681e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","9.3","9.4",3.07703169214289e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","9.4","9.5",2.94146421449192e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","1.2","1.3",0.00226564636222249
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","12.1","12.2",1.0657255362443e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","12.2","12.3",1.0324258339598e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","12.3","12.4",1.00049848814721e-05
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","12.4","12.5",9.69873555121384e-06
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","12.5","12.6",9.40485323783998e-06
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","12.6","12.7",9.12272019913723e-06
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","12.7","12.8",8.85175533892047e-06
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","12.8","12.9",8.59141169598322e-06
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","12.9","13",8.34117412888532e-06
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","13","100",0.000416370262332702
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","2.3","2.4",0.0428458471268364
"88th MED GRP-WRIGHT-PATTERSON AFB","1 wk ahead","Bin","percent","5","5.1",0.000707200064567273
